"v_products_model";"v_status";"v_products_name_3";"v_products_description_3";"v_products_image";"v_products_price";"v_products_quantity";"v_products_weight";"v_categories_image_1";"v_categories_name_1_3";"v_categories_image_2";"v_categories_name_2_3";"v_manufacturers_name";"v_tax_class_title";"EOREOR"
17588;"Active";"FLESHJACK BOYS ANO PIERRE FITCH ";"<p>
	Fleshjack se complace en anunciar una nueva l&iacute;nea de productos Fleshjack Boys.<br />
	Al igual que nuestras chicas Fleshlight &reg; de gran &eacute;xito de la marca, cada masturbador Fleshjack chicos es una r&eacute;plica exacta de la anatom&iacute;a de la estrella.<br />
	<br />
	&iexcl;Si alguna vez ha fantaseado con llegar a follar el trasero apretado de Pierre Fitch, ahora es su oportunidad! Moldeado usando el cuerpo del mismo actor!<br />
	<br />
	Pierre Fitch Trasero, con TEXTURA SQUEEZE. Comienza con una entrada ultra estrecha que r&aacute;pidamente se transforma en un pasaje bien enroscado que estalla en un canal ondulado.<br />
	<br />
	Incluye<br />
	- Manga Pierre Fitch Fleshjack<br />
	- Trasero con la textura interior aprieta<br />
	- Un estuche color azul p&aacute;lido de Fleshjack.<br />
	- Material:silicona de grado medicinal, firme pero flexible.<br />
	- Color realista como la piel.<br />
	- Medidas: 25,5 cm.<br />
	<br />
	&nbsp;</p>
";"products/FLESHJACK_BOYS_ANO_PIERRE_FITCH_.jpg";"71.95";1;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_masturbador_el.jpg";"MASTURBADORES EL";"FLESHLIGHT";"IVA (Normal)";"EOREOR"
17585;"Active";"FLESHJACK BOYS BOCA BRENT CORRIGAN";"<p>
	Fleshjack se complace en anunciar una nueva l&iacute;nea de productos Fleshjack Boys.</p>
<p>
	Al igual que nuestras chicas Fleshlight &reg; de gran &eacute;xito de la marca, cada masturbador Fleshjack chicos es una r&eacute;plica exacta de la anatom&iacute;a de la estrella.<br />
	<br />
	Satisfaga su fantas&iacute;a de deslizar su pene dentro de este magn&iacute;fico par de labios, moldeados del mismo Brent Corrigan!<br />
	<br />
	Brent Corrigan Boca, con TEXTURA SWALLOW.Comienza con una apertura moderadamente apretada, entonces se convierte en un canal acanalado en la parte posterior de la garganta, y termina con un canal s&uacute;per apretado.<br />
	<br />
	Incluye<br />
	- Manga Brent Corrigan Fleshjack<br />
	- Boca con la textura interior Traga<br />
	- Un estuche color azul p&aacute;lido de Fleshjack.<br />
	- Material:silicona de grado medicinal, firme pero flexible.<br />
	- Color realista como la piel.</p>
";"products/FLESHJACK_BOYS_BOCA_BRENT_CORRIGAN.jpg";"56.95";1;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_masturbador_el.jpg";"MASTURBADORES EL";"FLESHLIGHT";"IVA (Normal)";"EOREOR"
17593;"Active";"FLESHLIGHT GIRLS ANO TERA PATRICK";"<p>
	Este fant&aacute;stico masturbador le har&aacute; sentir cada uno de los pliegues y las curvas &iacute;ntimas de Tera Patrick.<br />
	Creado a partir de un molde en su propio cuerpo.<br />
	<br />
	Fleshlight se enorgullece de presentar el Fleshlight moldeado especial de la estrella de adultos m&aacute;s importante hoy en el mundo, Tera Patrick. Con una carrera que abarca m&aacute;s de 10 a&ntilde;os y m&aacute;s de 100 pel&iacute;culas, lo m&aacute;s probable es que usted ya haya fantaseado con Tera antes. &iexcl;Deje de fantasear y ll&eacute;vesela a su casa!<br />
	<br />
	Es por eso que Fleshlight y Digital Playground se enorgullecen de ofrecer a Tera Patrick en todas las formas que usted la quiera.<br />
	Textura Prohibida<br />
	<br />
	Prohibida es la experiencia m&aacute;s realista de las relaciones sexuales anales en existencia. Permita que su fantas&iacute;a de puerta trasera se convierta en realidad con el suave trasero hecho de nuestro material SuperSkin con sensaci&oacute;n real, moldeada directamente del sensual cuerpo de Tera Patrick, creado para simular el placer &uacute;nico y travieso del sexo anal.<br />
	<br />
	Medidas: 25,5 cm.</p>
";"products/FLESHLIGHT_GIRLS_ANO_TERA_PATRICK.jpg";"71.95";2;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_masturbador_el.jpg";"MASTURBADORES EL";"FLESHLIGHT";"IVA (Normal)";"EOREOR"
17596;"Active";"FLESHLIGHT GIRLS BOCA TERA PATRICK";"<p>
	Este fant&aacute;stico masturbador te har&aacute; sentir cada uno de los pliegues y las curvas &iacute;ntimas de Tera Patrick.<br />
	Creado a partir de un molde en su propio cuerpo.<br />
	<br />
	Fleshlight se enorgullece de presentar el Fleshlight moldeado especial de la estrella de adultos m&aacute;s importante hoy en el mundo, Tera Patrick. Con una carrera que abarca m&aacute;s de 10 a&ntilde;os y m&aacute;s de 100 pel&iacute;culas, lo m&aacute;s probable es que usted ya haya fantaseado con Tera antes. &iexcl;Deje de fantasear y ll&eacute;vesela a su casa!<br />
	<br />
	La textura&nbsp; Swallow Fleshlight es la experiencia m&aacute;s realista de sexo oral que existe. Deje que su fantas&iacute;a oral se haga realidad con la suave boca hecha de Superskin&reg;, moldeada directamente de unos labios perfectos y sensuales.</p>
<p>
	Swallow es una de las texturas de m&aacute;s intensa satisfacci&oacute;n que hemos producido.<br />
	Se inicia con una apertura moderadamente ce&ntilde;ida, pasando despu&eacute;s a la locura con la estimulaci&oacute;n intensa de su pene a trav&eacute;s de nuestra textura Super Ribbed. A medio camino encontrar&aacute; la parte posterior de la garganta, terminando con un canal s&uacute;per apretado.<br />
	<br />
	Medidas: 25,5 cm.</p>
";"products/FLESHLIGHT_GIRLS_BOCA_TERA_PATRICK.jpg";"71.95";1;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_masturbador_el.jpg";"MASTURBADORES EL";"FLESHLIGHT";"IVA (Normal)";"EOREOR"
17578;"Active";"TENGA FLIP AIR BLANCO";"<p>
	El siguiente paso en el futuro de la masturbaci&oacute;n.<br />
	<br />
	TENGA FLIP AIR MELTY WHITE combina lo mejor del TENGA Flip Air original con una nueva textura y un sorprendente exterior blanco.<br />
	<br />
	El FLIP AIR MELTY WHITE de Tenga es una sensaci&oacute;n guardada en secreto durante mucho tiempo. No esta dise&ntilde;ado como una vagina artificial, mucho mejor que eso. Mas que hacer un juguete que simule la vagina de una mujer han ido m&aacute;s lejos y han creado el Flip Air, para ser la mejor ayuda a la masturbaci&oacute;n masculina del mercado.<br />
	<br />
	El FLIP AIR MELTY WHITE de Tenga puede abrirse f&aacute;cilmente, por lo que a&ntilde;adir el lubricante y su limpieza no puede ser m&aacute;s f&aacute;cil.<br />
	<br />
	Su interior est&aacute; fabricado con un extraordinario elast&oacute;mero, que le confiere un tacto ultra suave y envolventemente gelatinoso. Su forma interior es de una complejidad asombrosa. Cada cent&iacute;metro de su recorrido tiene una funci&oacute;n. Su exterior flexible con pulsadores permite un control total del estimulo.<br />
	<br />
	&iexcl;Esta cargado de nuevas funciones como la almohadilla flotante y la bomba de vac&iacute;o!. T&uacute; controlas la intensidad y la presi&oacute;n seg&uacute;n prefieras. &iexcl;La tipolog&iacute;a de su dise&ntilde;o te llevara a un mundo de sensaciones agradables!.<br />
	<br />
	Para disfrutar FLIP AIR MELTY WHITE al m&aacute;ximo, te aconsejamos encarecidamente usarlo con TENGA LOTIONS.<br />
	<br />
	Tres tipos de exclusivo lubricante, cada uno de ellos de diferentes caracter&iacute;sticas. Experimentar con ellos enriquecer&aacute; tu experiencia con FLIP AIR y usando el que m&aacute;s sensaciones sensuales te transmita elevar&aacute; al cielo tu experiencia con FLIP AIR.<br />
	<br />
	MILD: Suave, con un toque apacible. D&eacute;jate llevar con un toque de calor y suavidad.<br />
	REAL: Verdadero, La sensaci&oacute;n m&aacute;s h&uacute;meda para una experiencia realista. Para los que lo quieren verdadero.<br />
	WILD: Salvaje, &iexcl;Explosi&oacute;n de est&iacute;mulo!. Disfruta de cada cent&iacute;metro de este agujero espectacular.<br />
	<br />
	Este nuevo art&iacute;culo se ha convertido en el juguete t&eacute;cnicamente m&aacute;s avanzado de hoy en el mercado, su dise&ntilde;o te facilita usarlo muchas veces con total facilidad.<br />
	<br />
	Atr&eacute;vete a descubrir el otro lado de la masturbaci&oacute;n.<br />
	<br />
	Medidas: 85 x 68 x 175 mm.</p>
";"products/TENGA_FLIP_AIR_BLANCO.jpg";"75.00";2;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_masturbador_el.jpg";"MASTURBADORES EL";"TENGA";"IVA (Normal)";"EOREOR"
17653;"Active";"MU&Ntilde;ECA HINCHABLE ABUELA";"<p>
	Es una mu&ntilde;eca hinchable de tama&ntilde;o real,con el cuerpo de mujer anciana y dentadura postiza incluida, para disfrutar en tus ratos de soledad.<br />
	<br />
	Dispone de tres orificios de penetraci&oacute;n: boca, vagina y ano.<br />
	<br />
	Te mantendr&aacute; caliente toda la noche.<br />
	<br />
	Incluye lubricante y limpiador de juguetes.<br />
	<br />
	Atr&eacute;vete a descubrir el otro lado de la masturbaci&oacute;n.</p>
";"products/MUNECA_HINCHABLE_ABUELA.jpg";"43.95";9;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_munecas.jpg";"MU&Ntilde;ECAS";"PIPEDREAM";"IVA (Normal)";"EOREOR"
17662;"Active";"MU&Ntilde;ECA HINCHABLE ABUELA 2";"<p>
	Es una mu&ntilde;eca hinchable de tama&ntilde;o real,con el cuerpo de mujer anciana, para disfrutar en tus ratos de soledad.<br />
	Dispone de tres orificios de penetraci&oacute;n: boca, vagina y ano.</p>
<p>
	Te mantendr&aacute; caliente toda la noche.<br />
	<br />
	Atr&eacute;vete a descubrir el otro lado de la masturbaci&oacute;n.</p>
";"products/MUNECA_HINCHABLE_ABUELA_2.jpg";"17.95";15;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_munecas.jpg";"MU&Ntilde;ECAS";"PIPEDREAM";"IVA (Normal)";"EOREOR"
17665;"Active";"MIA ISABELLA MU&Ntilde;ECA HINCHABLE TRANSEXUAL DE LUJO";"<p>
	Esta mu&ntilde;eca es m&aacute;s que una mujer y es que tiene lo mejor de los dos sexos, seguro que siempre has querido saber lo que es tener sexo ardiente con una caliente transexual como esta.<br />
	<br />
	Aprieta sus grandes y redondas tetas, m&eacute;tela en su apretado culo y deja que te devuelva el favor, pero &iexcl;tr&aacute;tala como a una dama!. Tira de su pelo, vu&eacute;lvela loca, ch&uacute;pale los dedos de los pies y d&eacute;jala envolver tu duro pene con sus fabulosas manos.<br />
	<br />
	Es todo tuyo para que disfrutes cada cent&iacute;metro de su cuerpo.<br />
	<br />
	- Pene de fanta-flesh,material real&iacute;sticos exclusivo.<br />
	- Pelo real&iacute;stico.<br />
	- Cara moldeada en 3d y con pesta&ntilde;as.<br />
	- Brazos con movilidad.<br />
	- Grandes pechos voluptuosos modelados con pezones puntiagudos.<br />
	- Orificio anal suave y apretado de fanta-flesh,material real&iacute;stico exclusivo.<br />
	- U&ntilde;as de pies y manos pintadas.</p>
";"products/MIA_ISABELLA_MUNECA_HINCHABLE_TRANSEXUAL_DE_LUJO.jpg";"227.35";1;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_munecOs.jpg";"MU&Ntilde;ECOS";"PIPEDREAM";"IVA (Normal)";"EOREOR"
17587;"Active";"FLESHJACK BOYS PENE BRENT CORRIGAN";"<p>
	Fleshjack se complace en anunciar una nueva l&iacute;nea de productos Fleshjack Boys.<br />
	Al igual que nuestro gran &eacute;xito Fleshlight Girls, cada producto de Fleshlight Boys es una r&eacute;plica exacta de la anatom&iacute;a de la estrella.<br />
	<br />
	Lleve sus fantas&iacute;as a nuevas alturas con esta r&eacute;plica hecha de silicona de alta calidad del pene hermoso de Brent Corrigan.<br />
	<br />
	El dildo de Brent est&aacute; moldeado de su propia anatom&iacute;a en silicona de grado m&eacute;dico, y supone la vuelta a la producci&oacute;n de dildos de silicona para ILF. Cada producto incluye una tarjeta postal firmada por el propio Brent Corrigan.<br />
	<br />
	Detalles:<br />
	- Color: FleshTone<br />
	- Longitud: 22.2 cm (hasta la base)<br />
	- Longitud introducible: 17.8 cm<br />
	- Circunferencia: 14 cm<br />
	- Material: silicona de grado medicinal, firme pero flexible.<br />
	- Color: realista tono piel.</p>
";"products/FLESHJACK_BOYS_PENE_BRENT_CORRIGAN.jpg";"56.00";2;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_actores.jpg";"PENES DE ACTORES";"FLESHLIGHT";"IVA (Normal)";"EOREOR"
17590;"Active";"FLESHJACK BOYS PENE BRENT EVERETT";"<p>
	Fleshjack se complace en anunciar una nueva l&iacute;nea de productos Fleshjack Boys.<br />
	Al igual que nuestro gran &eacute;xito Fleshlight Girls, cada producto de Fleshlight Boys es una r&eacute;plica exacta de la anatom&iacute;a de la estrella.<br />
	<br />
	Lleve sus fantas&iacute;as a nuevas alturas con esta r&eacute;plica hecha de silicona de alta calidad del pene hermoso de Brent Everett.<br />
	<br />
	El dildo de Brent est&aacute; moldeado de su propia anatom&iacute;a en silicona de grado m&eacute;dico, y supone la vuelta a la producci&oacute;n de dildos de silicona para ILF. Cada producto incluye una tarjeta postal firmada por el propio Brent Everett.<br />
	<br />
	Detalles:<br />
	- Color: color carne.<br />
	- Longitud: 20.3 cm (hasta la base)<br />
	- Longitud introducible: 17 cm<br />
	- Circunferencia: 14 cm<br />
	- Material: silicona de grado medicinal, firme pero flexible.<br />
	- Color: realista tono piel.</p>
";"products/FLESHJACK_BOYS_PENE_BRENT_EVERETT.jpg";"56.00";1;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_actores.jpg";"PENES DE ACTORES";"FLESHLIGHT";"IVA (Normal)";"EOREOR"
17498;"Active";"FLESHJACK BOYS PENE PIERRE FITCH";"<p>
	Fleshjack se complace en anunciar una nueva l&iacute;nea de productos Fleshjack Boys.<br />
	Al igual que nuestro gran &eacute;xito Fleshlight Girls, cada producto de Fleshlight Boys es una r&eacute;plica exacta de la anatom&iacute;a de la estrella.<br />
	<br />
	Lleve sus fantas&iacute;as a nuevas alturas con esta r&eacute;plica hecha de silicona de alta calidad del pene hermoso de Pierre Fitch.<br />
	<br />
	El dildo de Pierre est&aacute; moldeado de su propia anatom&iacute;a en silicona de grado m&eacute;dico, y supone la vuelta a la producci&oacute;n de dildos de silicona para ILF. Cada producto incluye una tarjeta postal firmada por el propio Pierre Fitch.<br />
	<br />
	Detalles:<br />
	- Color: color carne.<br />
	- Longitud: 21 cm (hasta la base)<br />
	- Longitud introducible: 17 cm<br />
	- Circunferencia: 14 cm<br />
	- Material: silicona de grado medicinal, firme pero flexible.<br />
	- Color: realista tono piel.</p>
";"products/FLESHJACK_BOYS_PENE_PIERRE_FITCH.jpg";"56.00";2;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_actores.jpg";"PENES DE ACTORES";"FLESHLIGHT";"IVA (Normal)";"EOREOR"
17660;"Active";"MIA ISABELLA REPLICA DE PENE TETAS Y BOCA DE TRANSEXUAL";"<p>
	&iquest;Siempre has querido estar con una transexual caliente como esta, entonces a que estas esperando?.<br />
	<br />
	Mis tetas son suaves grandes y redondas como si fuesen reales o incluso mejor.<br />
	<br />
	Aprieta, chupa, folla...siempre y cuando te asegures de chup&aacute;rmela tambi&eacute;n.<br />
	<br />
	La mejor parte es que puedes ponerte de cuclillas sobre mi polla mientras la tuya se desliza entre mis tetas y va a parar directamente a mi boca. &Ntilde;aam!.<br />
	<br />
	Modelado directamente de las partes de mi cuerpo, este masturbador tiene una boca calida y suave, pechos&nbsp; redondeados y el vigoroso pene que me hizo famoso.</p>
";"products/MIA_ISABELLA_REPLICA_DE_PENE_TETAS_Y_BOCA_DE_TRANSEXUAL.jpg";"170.95";1;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_actores.jpg";"PENES DE ACTORES";"PIPEDREAM";"IVA (Normal)";"EOREOR"
17652;"Active";"DISCOVER DONG DOBLE LILA";"<p>
	Descubra m&aacute;s... descubra el placer... descubra este lujoso Dong Double Vibe Therapy!<br />
	<br />
	Descubre el doble dong, est&aacute; exquisitamente elaborado a partir de 100% silicona de grado m&eacute;dico, dando un paseo c&oacute;modo, suave, pero firme en todo momento. La temperatura de la silicona se adaptar&aacute; r&aacute;pidamente a su cuerpo, este dong es perfecto para las chicas en acci&oacute;n, o incluso para el juego en solitario. Con sus 34 cm. le proporcionar&aacute; una estimulaci&oacute;n intensa.<br />
	<br />
	Sumamente flexible, este dong es adem&aacute;s resistente al agua. &iquest;Porque no se descubren mutuamente en un ba&ntilde;o de vapor o ducha apasionado?.<br />
	<br />
	Tra&iacute;do para usted de la deliciosa gama Vibe Therapy.</p>
";"products/DISCOVER_DONG_DOBLE_LILA.jpg";"51.45";1;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_dobles.jpg";"PENES DOBLES";"VIBE THERAPY";"IVA (Normal)";"EOREOR"
17581;"Active";"CLONEBOY CLONADOR DE PENE EN FORMA DE VELA";"<p>
	Crea una r&eacute;plica de tu pene con forma de vela.<br />
	<br />
	Despu&eacute;s del &eacute;xito de la primera serie, el equipo de Cloneboy desarroll&oacute; una nueva serie completa de Cloneboy, que incluye un anillo para el pene y material de moldear extra para una reproducci&oacute;n extra que le garantiza a usted una r&eacute;plica 3D de su pene de alta calidad. Nuestro equipo se puede utilizar con penes de todos los tama&ntilde;os. Hasta penes doblados.<br />
	<br />
	El Cloneboy&reg; Crea tu Propio Consolador contiene todos los objetos necesarios para hacer una copia de goma de silicona de alta calidad de su pene a solas, o junto con su pareja. El Cloneboy no contiene yeso que pueda irritar su piel y utiliza un material para moldear que ha sido probado m&eacute;dicamente y est&aacute; hecho de algas naturales.<br />
	<br />
	La sencillez del equipo le permite crear su propio Cloneboy en s&oacute;lo unos pocos pasos. A diferencia de otros equipos m&aacute;s baratos el Cloneboy contiene 2 bolsas est&aacute;ndar de Gel 3D. &iexcl;Usted siempre tendr&aacute; una segunda oportunidad de hacer una buena impresi&oacute;n de su pene, un anillo para el pene que asegura que la erecci&oacute;n se mantenga durante el proceso de amoldamiento, es mucho m&aacute;s f&aacute;cil de utilizar con solo tres minutos de espera adem&aacute;s incluye una manga estimulante que puede ser utilizada junto con la creaci&oacute;n de su propio pene!.<br />
	<br />
	Este paquete contiene:<br />
	- Un tubo.<br />
	- 2 paquetes de gel 3D (moldeante).<br />
	- Endurecedor.<br />
	- Goma de silicona.<br />
	- Manga.<br />
	- 1 Peque&ntilde;o palo.<br />
	- Guantes.<br />
	- 1 anillo para en pene.</p>
";"products/CLONEBOY_CLONADOR_DE_PENE_EN_FORMA_DE_VELA.jpg";"24.95";1;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_especiales.jpg";"PENES ESPECIALES";"CLONEBOY";"IVA (Normal)";"EOREOR"
17580;"Active";"CLONEBOY KIT CLONADOR DE PENE";"<p>
	Crea una r&eacute;plica de tu pene de silicona.<br />
	<br />
	Despu&eacute;s del &eacute;xito de la primera serie, el equipo de Cloneboy desarroll&oacute; una nueva serie completa de Cloneboy, que incluye un anillo para el pene y material de moldear extra para una reproducci&oacute;n extra que le garantiza a usted una r&eacute;plica 3D de su pene de alta calidad. Nuestro equipo se puede utilizar con penes de todos los tama&ntilde;os. Hasta penes doblados.<br />
	<br />
	El Cloneboy&reg; Crea tu Propio Consolador contiene todos los objetos necesarios para hacer una copia de goma de silicona de alta calidad de su pene a solas, o junto con su pareja. El Cloneboy no contiene yeso que pueda irritar su piel y utiliza un material para moldear que ha sido probado m&eacute;dicamente y est&aacute; hecho de algas naturales.<br />
	<br />
	La sencillez del equipo le permite crear su propio Cloneboy en s&oacute;lo unos pocos pasos. A diferencia de otros equipos m&aacute;s baratos el Cloneboy contiene 2 bolsas est&aacute;ndar de Gel 3D. &iexcl;Usted siempre tendr&aacute; una segunda oportunidad de hacer una buena impresi&oacute;n de su pene, un anillo para el pene que asegura que la erecci&oacute;n se mantenga durante el proceso de amoldamiento, es mucho m&aacute;s f&aacute;cil de utilizar con solo tres minutos de espera adem&aacute;s incluye una manga estimulante que puede ser utilizada junto con la creaci&oacute;n de su propio pene!.<br />
	<br />
	Este paquete contiene:<br />
	- Un tubo.<br />
	- 2 paquetes de gel 3D (moldeante).<br />
	- Endurecedor.<br />
	- Goma de silicona.<br />
	- Manga.<br />
	- 1 Peque&ntilde;o palo.<br />
	- Guantes.<br />
	- 1 anillo para en pene.</p>
";"products/CLONEBOY_KIT_CLONADOR_DE_PENE.jpg";"34.95";2;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_especiales.jpg";"PENES ESPECIALES";"CLONEBOY";"IVA (Normal)";"EOREOR"
17583;"Active";"CLONEBOY KIT CLONADOR DE PENE EDICION ESPECIAL";"<p>
	Crea una r&eacute;plica de tu pene de silicona, con un dise&ntilde;o especial.<br />
	<br />
	Despu&eacute;s del &eacute;xito de la primera serie, el equipo de Cloneboy desarroll&oacute; una nueva serie completa de Cloneboy, que incluye un anillo para el pene y material de moldear extra para una reproducci&oacute;n extra que le garantiza a usted una r&eacute;plica 3D de su pene de alta calidad. Nuestro equipo se puede utilizar con penes de todos los tama&ntilde;os. Hasta penes doblados.<br />
	<br />
	El Cloneboy&reg; Crea tu Propio Consolador contiene todos los objetos necesarios para hacer una copia de goma de silicona de alta calidad de su pene a solas, o junto con su pareja. El Cloneboy no contiene yeso que pueda irritar su piel y utiliza un material para moldear que ha sido probado m&eacute;dicamente y est&aacute; hecho de algas naturales.<br />
	<br />
	La sencillez del equipo le permite crear su propio Cloneboy en s&oacute;lo unos pocos pasos. A diferencia de otros equipos m&aacute;s baratos el Cloneboy contiene 2 bolsas est&aacute;ndar de Gel 3D. &iexcl;Usted siempre tendr&aacute; una segunda oportunidad de hacer una buena impresi&oacute;n de su pene, un anillo para el pene que asegura que la erecci&oacute;n se mantenga durante el proceso de amoldamiento, es mucho m&aacute;s f&aacute;cil de utilizar con solo tres minutos de espera adem&aacute;s incluye una manga estimulante que puede ser utilizada junto con la creaci&oacute;n de su propio pene!.<br />
	<br />
	Este paquete contiene:<br />
	- Un tubo.<br />
	- 2 paquetes de gel 3D (moldeante).<br />
	- Endurecedor.<br />
	- Goma de silicona.<br />
	- Manga.<br />
	- 1 Peque&ntilde;o palo.<br />
	- Guantes.<br />
	- 1 anillo para en pene.</p>
";"products/CLONEBOY_KIT_CLONADOR_DE_PENE_EDICION_ESPECIAL.jpg";"34.95";2;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_especiales.jpg";"PENES ESPECIALES";"CLONEBOY";"IVA (Normal)";"EOREOR"
17584;"Active";"CLONEBOY KIT CLONADOR DE PENE NEGRO";"<p>
	Crea una r&eacute;plica de tu pene de silicona, en color negro.<br />
	<br />
	Despu&eacute;s del &eacute;xito de la primera serie, el equipo de Cloneboy desarroll&oacute; una nueva serie completa de Cloneboy, que incluye un anillo para el pene y material de moldear extra para una reproducci&oacute;n extra que le garantiza a usted una r&eacute;plica 3D de su pene de alta calidad. Nuestro equipo se puede utilizar con penes de todos los tama&ntilde;os. Hasta penes doblados.<br />
	<br />
	El Cloneboy&reg; Crea tu Propio Consolador contiene todos los objetos necesarios para hacer una copia de goma de silicona de alta calidad de su pene a solas, o junto con su pareja. El Cloneboy no contiene yeso que pueda irritar su piel y utiliza un material para moldear que ha sido probado m&eacute;dicamente y est&aacute; hecho de algas naturales.<br />
	<br />
	La sencillez del equipo le permite crear su propio Cloneboy en s&oacute;lo unos pocos pasos. A diferencia de otros equipos m&aacute;s baratos el Cloneboy contiene 2 bolsas est&aacute;ndar de Gel 3D. &iexcl;Usted siempre tendr&aacute; una segunda oportunidad de hacer una buena impresi&oacute;n de su pene, un anillo para el pene que asegura que la erecci&oacute;n se mantenga durante el proceso de amoldamiento, es mucho m&aacute;s f&aacute;cil de utilizar con solo tres minutos de espera adem&aacute;s incluye una manga estimulante que puede ser utilizada junto con la creaci&oacute;n de su propio pene!.<br />
	<br />
	Este paquete contiene:<br />
	- Un tubo.<br />
	- 2 paquetes de gel 3D (moldeante).<br />
	- Endurecedor.<br />
	- Goma de silicona.<br />
	- Manga.<br />
	- 1 Peque&ntilde;o palo.<br />
	- Guantes.<br />
	- 1 anillo para en pene.</p>
";"products/CLONEBOY_KIT_CLONADOR_DE_PENE_NEGRO.jpg";"34.95";2;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_penes_especiales.jpg";"PENES ESPECIALES";"CLONEBOY";"IVA (Normal)";"EOREOR"
17604;"Active";"VIBRADOR PUNTO-G AZUL";"<p>
	Funky Viberette es un masajeador del Punto G y del cl&iacute;toris de reducido tama&ntilde;o, perfecto para llevar de viaje.<br />
	<br />
	- Tacto aterciopelado.<br />
	- Es resistente al agua, por lo que podr&aacute;s utilizarlo en la ducha.<br />
	- Muy potente y silencioso.<br />
	- 12,5 cm de&nbsp; altura&nbsp; y 3cm de di&aacute;metro.<br />
	- Funciona con una pila modelo AA (no incluida).</p>
";"products/VIBRADOR_PUNTO-G_AZUL.jpg";"12.75";24;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_punto_g.jpg";"PUNTO G";"TOY JOY";"IVA (Normal)";"EOREOR"
17444;"Active";"VIBRADOR PUNTO-G CON MANDO A DISTANCIA LILA";"<p>
	Este vibrador de Shots Toys es muy suave, pero en realidad su potencia es incre&iacute;ble. Tiene 10 posiciones distintas, muy excitantes, que pueden seleccionarse con el mando a distancia inal&aacute;mbrico. Desde la posici&oacute;n m&aacute;s suave a una posici&oacute;n con vibraciones m&aacute;s fuertes.<br />
	<br />
	Puedes controlarlo con un mando que funciona hasta 20 metros de distancia.<br />
	<br />
	Incluye tapa deslizante para proteger los botones.<br />
	<br />
	Este mando a distancia lo puedes utilizar como llavero y esta hecho de acero inoxidable.<br />
	<br />
	Adem&aacute;s, su forma &uacute;nica logra que la punta roce tu punto G y te proporciona un sensual placer.<br />
	<br />
	Alcanza el cl&iacute;max con este silencioso y potente vibrador para el N de gran calidad.<br />
	<br />
	Medidas: 19 cm. desde la base.<br />
	<br />
	Pilas incluidas.<br />
	Color: lila.</p>
";"products/VIBRADOR_PUNTO-G_CON_MANDO_A_DISTANCIA_LILA.jpg";"60.15";2;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_punto_g.jpg";"PUNTO G";"SHOTS";"IVA (Normal)";"EOREOR"
17443;"Active";"VIBRADOR PUNTO-G CON MANDO A DISTANCIA NEGRO";"<p>
	Este vibrador de Shots Toys es muy suave, pero en realidad su potencia es incre&iacute;ble. Tiene 10 posiciones distintas, muy excitantes, que pueden seleccionarse con el mando a distancia inal&aacute;mbrico. Desde la posici&oacute;n m&aacute;s suave a una posici&oacute;n con vibraciones m&aacute;s fuertes.<br />
	<br />
	Puedes controlarlo con un mando que funciona hasta 20 metros de distancia.<br />
	<br />
	Incluye tapa deslizante para proteger los botones.<br />
	<br />
	Este mando a distancia lo puedes utilizar como llavero y esta hecho de acero inoxidable.<br />
	<br />
	Adem&aacute;s, su forma &uacute;nica logra que la punta roce tu punto G y te proporciona un sensual placer.<br />
	<br />
	Alcanza el cl&iacute;max con este silencioso y potente vibrador para el N de gran calidad.<br />
	<br />
	Medidas: 19 cm. desde la base.<br />
	<br />
	Pilas incluidas.<br />
	Color: negro.</p>
";"products/VIBRADOR_PUNTO-G_CON_MANDO_A_DISTANCIA_NEGRO.jpg";"60.15";6;"0.5";;"JUGUETES XXX";"categorias/juguetes_XXX/categoria_punto_g.jpg";"PUNTO G";"SHOTS";"IVA (Normal)";"EOREOR"
